id,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster12
3RiPr603aXAoi4GHyXx0uy,0.0,0.49,0.743,0.0,-5.155,0.0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,3
31AOj9sFz2gM0O3hMARRBx,0.0,0.671,0.849,9.0,-5.03,0.0,0.0284,0.163,0.0,0.0937,0.829,125.613,17
7qKtcEDbth6kOM5s4uJzw3,0.0,0.676,0.778,0.0,-5.979,0.0,0.0319,0.0422,4.72e-05,0.0316,0.964,155.325,4
3Z9d7g8Pn4S4ivwlziwcf6,0.0,0.322,0.656,5.0,-7.748,1.0,0.0465,0.000816,0.00259,0.306,0.315,118.467,21
3ZOEytgrvLwQaqXreDs2Jx,0.0,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,13
0AKejOKlGdiB53QpwAeenO,0.0,0.777,0.627,7.0,-6.142,1.0,0.0792,0.356,0.0,0.0956,0.444,100.054,20
6ddnsGbHiUVA4nxvIwLMri,0.0,0.621,0.865,8.0,-5.836,1.0,0.0503,0.036,1.54e-06,0.258,0.48,111.958,6
4EKsSQyKyQUZunIOXgX9nz,0.0,0.523,0.0988,8.0,-15.086,0.0,0.0348,0.947,0.000529,0.13,0.483,135.958,7
5yyRH93h4Pm6tXXYTxt7ea,0.0,0.287,0.18,4.0,-14.086,1.0,0.0324,0.142,0.000148,0.345,0.0744,90.189,13
2AkPNPNHNFCbvqQFlFmdPN,0.0,0.47,0.812,11.0,-8.43,0.0,0.104,0.00122,0.821,0.135,0.686,148.069,12
5Fli1xRi01bvCjsZvKWro0,0.0,0.632,0.908,8.0,-3.511,1.0,0.0458,0.00762,0.000172,0.167,0.764,110.024,6
5IwpFZxC7TlYBwVpXqks8n,0.0,0.79,0.531,10.0,-6.836,1.0,0.0364,0.0911,0.00926,0.102,0.971,118.001,6
62ZroX9gLL60Tg6VcF2tIN,0.0,0.738,0.789,11.0,-4.009,0.0,0.0283,0.0401,0.0647,0.632,0.539,122.852,17
14OxJlLdcHNpgsm4DRwDOB,0.0,0.733,0.65,5.0,-3.539,1.0,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,9
6akss3xIbiQipDjD0i8oYk,0.0,0.648,0.737,2.0,-5.692,0.0,0.0319,0.00695,0.377,0.562,0.65,100.003,3
1HNkqx9Ahdgi1Ixy2xkKkL,0.0,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,9
6VuUMo1TusnqBxLTnr3hOI,0.0,0.625,0.433,9.0,-12.963,1.0,0.0366,0.376,0.00103,0.248,0.274,93.04,13
6obDgbEA0IJJGtAmEPHNDK,0.0,0.532,0.762,2.0,-6.206,1.0,0.0617,0.411,1.03e-06,0.336,0.577,151.947,4
5nxNqPGJJD1hwh2v2WZhje,0.0,0.585,0.834,2.0,-4.411,1.0,0.0336,0.122,2.75e-06,0.374,0.512,124.117,21
5FZxsHWIvUsmSK1IAvm2pp,0.0,0.366,0.94,1.0,-5.119,0.0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,1
4ztKZngMfh78oqBPG8bKtI,0.0,0.475,0.719,2.0,-4.689,1.0,0.0351,0.00064,0.0309,0.296,0.487,126.031,21
0LtOwyZoSNZKJWHqjzADpW,0.0,0.31,0.907,2.0,-2.279,0.0,0.0591,0.0453,0.369,0.247,0.516,149.931,12
32DRpZgrvQZddDkKF2DoTr,0.0,0.643,0.388,0.0,-14.081,1.0,0.041,0.0918,0.000135,0.114,0.717,164.078,8
1EzrEOXmMH3G43AXT1y7pA,0.0,0.686,0.457,11.0,-8.322,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,4
5l5oJ7rf3ZODYsrAS1hah4,0.0,0.395,0.307,2.0,-13.508,1.0,0.0277,0.938,9.87e-05,0.103,0.341,100.011,18
2GvI8j0DaIAGvubj5NinEF,0.0,0.744,0.684,9.0,-7.268,0.0,0.0285,0.063,0.0155,0.097,0.492,113.997,6
1SY9VFGNeOrFYepm4WzbR5,0.0,0.673,0.519,2.0,-4.903,0.0,0.0289,0.078,0.0,0.0848,0.673,130.115,1
3DYVWvPh3kGwPasp7yjahc,0.0,0.802,0.828,4.0,-6.366,0.0,0.0426,0.0127,0.0683,0.0293,0.946,97.01,3
7EySX8ldJHoeWjJhJyZ8Tq,0.0,0.317,0.745,5.0,-6.479,1.0,0.162,0.458,0.0,0.338,0.621,209.795,24
0xtIp0lgccN85GfGOekS5L,0.0,0.373,0.609,0.0,-7.0,1.0,0.0316,0.108,0.000427,0.0755,0.354,179.955,2
0UvCh63URrLFcPkKt99hHd,0.0,0.327,0.938,0.0,-3.237,1.0,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,4
0KMGxYKeUzK9wc5DZCt3HT,0.0,0.429,0.564,11.0,-6.784,1.0,0.0268,0.0193,0.000828,0.128,0.276,104.212,20
69uxyAqqPIsUyTO8txoP2M,0.0,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,6
2N5zMZX7YeL1tico8oQxa9,0.0,0.835,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0577,0.0826,0.612,111.963,6
00kIWJu9IHiQ6i0qJAU0Z9,0.0,0.393,0.418,4.0,-8.976,1.0,0.0269,0.664,5.46e-05,0.108,0.346,175.548,8
6393Du1axGG1NvAMq0OcfU,0.0,0.458,0.597,11.0,-9.919,0.0,0.22,0.12,0.0,0.477,0.484,89.455,13
1hNWyxpNwXeoLDiE9hX4kH,0.0,0.545,0.492,10.0,-9.711,0.0,0.0276,0.306,4.37e-05,0.0988,0.617,98.99,20
72041ahUnPMAcQDsFffBVw,0.0,0.472,0.861,0.0,-11.882,1.0,0.0318,0.0163,0.000718,0.146,0.672,116.11,21
2KpCpk6HjXXLb7nnXoXA5O,0.0,0.757,0.882,1.0,-6.125,1.0,0.248,0.0763,0.0,0.251,0.684,140.047,12
1Jmqubf9kGkWeYQXQKImL5,0.0,0.699,0.467,4.0,-8.578,0.0,0.0375,0.685,0.0,0.315,0.764,119.287,21
1ssmjAYSU5PbmsjLq5yrNH,0.0,0.568,0.936,6.0,-2.961,0.0,0.053,0.00497,0.0138,0.12,0.605,91.009,13
3U7fJ0VfFR1Msntjgd3DPB,0.0,0.373,0.0474,0.0,-13.564,1.0,0.0378,0.961,0.0,0.113,0.154,74.868,23
6TqXieeBcZZHyaO14hQpKx,0.0,0.66,0.451,0.0,-13.037,1.0,0.0309,0.54,0.000314,0.101,0.565,122.01,21
1ShyiEm2kD0XMA7fNhMIVk,0.0,0.453,0.477,7.0,-8.315,1.0,0.0282,0.011,0.192,0.0965,0.128,179.98,2
0nJrTGcXdJWkKz02UMQdzO,0.0,0.531,0.751,4.0,-7.566,1.0,0.0251,0.0122,0.00396,0.396,0.53,95.215,3
04ARYAWkGZZhDbHqgvnYGf,0.0,0.601,0.756,10.0,-6.48,0.0,0.0348,0.00866,0.0413,0.0821,0.185,99.096,20
2oHmRO0X4gW4VlCJRcZzez,0.0,0.729,0.663,11.0,-7.038,0.0,0.0331,0.00177,0.00083,0.114,0.719,103.752,20
5fc7u1TuL53FPkhr7g0yK4,0.0,0.84,0.348,1.0,-7.254,0.0,0.0325,0.00681,0.0,0.238,0.739,116.017,21
1WYEDcS7WGjv0rG7rmMX3o,0.0,0.356,0.913,9.0,-6.015,1.0,0.0499,0.0339,0.0,0.221,0.537,171.157,8
3cU2wBxuV6nFiuf6PJZNlC,0.0,0.655,0.782,1.0,-4.789,1.0,0.185,0.375,0.0,0.317,0.832,79.427,0
0nJW01T7XtvILxQgC5J7Wh,0.0,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,23
4za3cYXGP5ucaA6LqWMPad,0.0,0.427,0.606,1.0,-4.795,1.0,0.289,0.0325,0.0,0.153,0.271,193.214,2
7wL7mQUpStsapIkNuy0d2Z,0.0,0.534,0.916,7.0,-8.915,1.0,0.103,0.0122,0.000103,0.392,0.488,165.352,8
78twQ5XCFJMTE37ZSU0gsj,0.0,0.792,0.85,0.0,-3.621,1.0,0.0329,0.289,0.00012,0.132,0.965,129.906,1
1zuKjpp4t7BS8JPKi6mkQr,0.0,0.424,0.157,9.0,-18.141,1.0,0.0428,0.95,0.0593,0.101,0.342,91.537,22
0f8UKGM3m5ZdxgF46vaikm,0.0,0.61,0.797,8.0,-7.953,0.0,0.0228,0.0264,0.654,0.136,0.734,104.974,20
184c1MtPKQENzNJd7fIh1t,0.0,0.63,0.709,5.0,-8.15,0.0,0.0351,0.0491,0.00813,0.128,0.407,105.992,9
2PIcAQiSOayFwJrfWc72Qc,0.0,0.583,0.921,4.0,-8.38,1.0,0.0697,0.00382,0.459,0.226,0.222,125.98,21
5JGxJFdgOQdJZdmyEzDtTj,0.0,0.476,0.918,8.0,-3.988,1.0,0.0616,0.00895,0.0,0.292,0.717,154.897,4
79zdCOzinbZ7fTp1khIty8,0.0,0.379,0.775,0.0,-6.297,1.0,0.0798,0.0854,0.00446,0.133,0.361,159.83,4
3sXq7EPSrhRY5TO0y6ePUy,0.0,0.333,0.277,5.0,-16.533,1.0,0.0344,0.668,0.015,0.111,0.196,119.915,19
0YGzTLBF7diKHA5I2U6g7c,0.0,0.518,0.141,1.0,-13.142,0.0,0.0585,0.814,0.000666,0.0821,0.383,103.152,18
6mcxQ1Y3uQRU0IHsvdNLH1,0.0,0.523,0.442,4.0,-14.121,1.0,0.0347,0.0189,0.000494,0.0784,0.277,81.083,5
4P9iHeHiwzZAqvQCdoLkGg,0.0,0.657,0.803,1.0,-8.08,1.0,0.0392,0.0586,0.0226,0.0583,0.834,129.861,1
6pYbhX5gYix4ESpbSUArnA,0.0,0.585,0.948,9.0,-5.062,0.0,0.0869,0.0143,3.36e-05,0.331,0.42,172.365,8
1A5V1sxyCLpKJezp75tUXn,0.0,0.484,0.841,7.0,-5.438,1.0,0.0291,0.0196,1.71e-06,0.148,0.304,92.124,13
0YfDtPub9AsTu4278mDWJE,0.0,0.706,0.852,6.0,-4.906,0.0,0.167,0.121,0.0,0.324,0.771,160.022,4
58rFzMvW9kxNwMtGTgBQoP,0.0,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,11
3v1ipH6EVDlmnTK6tjdgvK,0.0,0.64,0.823,11.0,-5.799,0.0,0.153,0.12,0.0,0.211,0.612,100.682,20
2IQEnNdkLsxoQOOuvSnDOb,0.0,0.516,0.869,9.0,-5.765,1.0,0.0375,0.00224,0.0,0.223,0.215,143.021,12
63azq2N4KZROsQ6gWHA5jo,0.0,0.432,0.921,5.0,-4.766,1.0,0.0429,7.37e-05,0.845,0.358,0.297,76.995,0
6Vk5QUhQ0v5OjYQIYvL5VL,0.0,0.648,0.792,0.0,-6.058,1.0,0.035,0.0657,5.31e-06,0.0788,0.935,159.968,4
4IIXnqZUndaRlMwomxZwIr,0.0,0.468,0.895,0.0,-2.833,1.0,0.0321,0.064,0.0,0.295,0.304,97.02,3
2rnASJGJYrIM5eEYYVqRmM,0.0,0.689,0.517,6.0,-9.013,0.0,0.0272,0.11,3.51e-06,0.0886,0.459,134.063,11
3pJfnBjO3kjudEchcPEDxS,0.0,0.487,0.553,6.0,-11.197,0.0,0.0425,0.209,2.81e-05,0.0992,0.699,126.043,17
4JuRUldOrhME0yrUYZhKHS,0.0,0.496,0.955,10.0,-3.628,0.0,0.0504,0.00122,8.5e-05,0.342,0.398,130.942,11
1JaUafXxwvSsQhN3V5MjxV,0.0,0.423,0.904,2.0,-2.773,0.0,0.0628,0.032,0.0,0.356,0.49,175.015,8
1iBpWdEPMoRbyJVHigztpx,0.0,0.632,0.746,3.0,-7.41,1.0,0.0443,0.797,4.71e-05,0.906,0.529,123.014,21
3bXMrpnqQ7ylv7p1r6Y9LG,0.0,0.604,0.615,9.0,-4.306,1.0,0.0277,0.323,0.0,0.334,0.561,113.958,6
2E2dLZK0gSTl6vjr53BfKM,0.0,0.596,0.83,1.0,-4.256,1.0,0.0353,0.0189,0.0,0.0429,0.607,126.565,21
0ePp0z6IzzKip3DQVw2S5Z,0.0,0.513,0.786,4.0,-5.995,0.0,0.033,0.262,0.0,0.0923,0.29,84.908,0
2qD1bnNmNuq1skVT7An449,0.0,0.657,0.508,9.0,-8.727,0.0,0.0294,0.0138,3.07e-06,0.168,0.415,84.014,0
0lcYLcLbRRH5HPRsUk8i48,0.0,0.592,0.891,7.0,-5.964,1.0,0.039,0.0422,0.0,0.106,0.774,92.523,13
1yUHuR43berFjN7B3KMHv5,0.0,0.369,0.671,10.0,-6.15,1.0,0.0307,0.0144,0.00365,0.186,0.265,80.065,0
00CGMygJmpUJGUyRsYRUbe,0.0,0.445,0.876,7.0,-4.342,1.0,0.0455,0.045,0.00179,0.304,0.698,172.028,8
0uuEqOyKlABOB7hzWKcEeG,0.0,0.624,0.803,4.0,-5.688,0.0,0.0262,0.19,0.000112,0.216,0.825,129.931,1
2HNeoSQWVkCwrBOZPMjQRl,0.0,0.488,0.824,2.0,-7.878,1.0,0.0823,0.0112,0.0,0.348,0.24,134.814,1
4XTuQiy7N008dwQz0tQour,0.0,0.455,0.88,2.0,-3.904,1.0,0.0489,0.00716,4.84e-05,0.154,0.632,165.053,8
35LdDKNMwvKftENaj1WIwF,0.0,0.611,0.826,1.0,-3.906,0.0,0.0234,0.00239,0.000224,0.182,0.666,95.995,3
37ZCp4cDq4PKEuMsSOZ1h2,0.0,0.472,0.95,8.0,-4.133,1.0,0.0606,0.000717,2.23e-05,0.0872,0.504,158.939,4
4NQeJ423GU2Qu5brDIpYgL,0.0,0.528,0.698,7.0,-5.503,1.0,0.0312,0.358,1.28e-06,0.355,0.75,90.002,13
1kEoU9Dmivr2JoOf7ramyT,0.0,0.616,0.766,4.0,-6.59,0.0,0.0382,0.0776,0.0,0.361,0.373,83.965,0
0dRY4OrSY53yUjVgfgne1W,0.0,0.461,0.715,4.0,-6.246,0.0,0.0281,0.458,1.56e-05,0.719,0.455,86.09,0
09i3oMxXeiA6wWW6GN2DVk,0.0,0.611,0.81,2.0,-5.993,0.0,0.0263,0.132,0.0459,0.189,0.549,132.965,1
2jiSAy0MSiODKpQupYLnTY,0.0,0.333,0.559,10.0,-6.197,1.0,0.0345,0.493,0.0,0.0712,0.39,129.74,17
1WdjZ4QEHvz3AJJpHZ6TaB,0.0,0.575,0.81,10.0,-6.479,1.0,0.0385,0.139,1.71e-06,0.279,0.392,108.042,20
23wbyzX57usJHzKosmFM5g,0.0,0.53,0.802,1.0,-5.604,0.0,0.0281,0.0159,6.61e-06,0.317,0.384,118.032,21
6BaNThXIvbb9ZXmgtvW0qZ,0.0,0.568,0.831,0.0,-4.104,1.0,0.0279,0.0245,0.0,0.146,0.539,105.952,9
2DrMtWsICvlJ2X4QBqasNk,0.0,0.518,0.871,6.0,-5.414,0.0,0.0313,0.199,0.0213,0.135,0.439,150.052,12
7f922j0QjIUJI7v3aAGQiP,0.0,0.316,0.936,4.0,-2.863,0.0,0.0898,0.0349,0.0392,0.0757,0.665,182.607,2
4BgpEbp159Iih0pdM9Zk8j,0.0,0.601,0.888,7.0,-4.44,1.0,0.0268,0.000173,0.000559,0.104,0.809,140.984,12
1N8e0FO2f0HTMq9ePW484d,0.0,0.539,0.722,5.0,-5.365,1.0,0.0343,0.0722,0.31,0.169,0.417,134.978,11
2gR0WOqNcqB0rUEDZvjti7,0.0,0.337,0.567,9.0,-8.484,0.0,0.0353,0.395,0.00331,0.111,0.648,203.903,24
3Gr4OWY7lAXAq7PpgUbctG,0.0,0.634,0.489,2.0,-12.948,0.0,0.0275,0.461,5.77e-06,0.291,0.656,125.326,21
0fvKgQ0XzWJKEDJSPdNDid,0.0,0.625,0.827,4.0,-6.763,0.0,0.0602,0.0802,0.0,0.164,0.613,165.912,8
0QicAPpjTCYJcG8cwimbrM,0.0,0.635,0.8,0.0,-4.269,1.0,0.0315,0.0214,0.0,0.101,0.787,122.012,21
0BKJNlqLlNvvIunfg2BPCg,0.0,0.405,0.908,9.0,-3.231,1.0,0.0508,0.00193,0.0,0.128,0.343,165.009,8
44Aa6slFmEizCVOjIKzkDn,0.0,0.766,0.741,7.0,-5.613,0.0,0.0448,0.0113,0.000374,0.154,0.789,120.0,17
5oXC0nuXRJ0mLco7dHJs9a,0.0,0.636,0.863,8.0,-3.285,0.0,0.061,0.029,0.0,0.287,0.442,114.959,6
6LRN1lrkzjZOHRMQsB5lK8,0.0,0.493,0.896,2.0,-4.596,1.0,0.0297,0.00705,0.0488,0.42,0.347,149.96,12
0gRwWCGghAv0fSiKOrqgL9,0.0,0.563,0.913,4.0,-4.18,1.0,0.0333,0.0116,0.00851,0.0886,0.789,137.987,11
0yfNXxlyXdmP0ue1iJijx1,0.0,0.542,0.793,8.0,-8.203,1.0,0.053,0.0423,3.95e-06,0.0814,0.708,173.931,8
1Ka4sX789wNftDGgjCO2h7,0.0,0.528,0.942,3.0,-2.825,0.0,0.0512,8.26e-05,0.0,0.344,0.421,110.058,9
6eTUzUhhlqSkQANsKu002z,0.0,0.445,0.899,1.0,-4.871,1.0,0.1,0.00365,0.000411,0.336,0.525,156.021,4
1NdgfdEvDnyCZc66n4sufw,0.0,0.613,0.949,0.0,-4.397,1.0,0.0438,0.0186,0.0,0.305,0.491,97.48,3
2poAH0O2ori8T3SJztgv4Q,0.0,0.446,0.916,11.0,-7.489,0.0,0.0617,0.000322,0.000119,0.345,0.692,155.025,4
5anCkDvJ17aznvK5TED5uo,0.0,0.585,0.887,3.0,-5.086,0.0,0.0362,0.000376,0.0518,0.132,0.711,118.035,21
4JkQU5XnvMu7WroV5QEZa6,0.0,0.61,0.937,10.0,-3.642,1.0,0.0304,0.00556,0.0,0.0735,0.361,92.014,13
2u6Lstxqcg5KtJhCivR87d,0.0,0.743,0.7,7.0,-6.277,1.0,0.0286,0.26,2.87e-06,0.962,0.934,111.991,6
0EUV5Fkv0zVavGlr51GP83,0.0,0.465,0.688,0.0,-5.754,0.0,0.0307,0.708,0.000332,0.122,0.186,111.54,9
6tsl5di0G2WX2vkmCiESeH,0.0,0.592,0.843,2.0,-5.951,1.0,0.0324,0.00512,0.000705,0.0942,0.584,140.094,12
5X7bgALahWrcsJKihPFvKy,0.0,0.388,0.97,6.0,-3.286,1.0,0.0916,0.219,2.42e-06,0.721,0.254,111.585,6
72mV88Nbo3XGDkobBvkGvA,0.0,0.556,0.867,4.0,-4.292,1.0,0.0287,0.00245,0.0443,0.202,0.647,143.12,12
5O5PY5HJNPxD7KyqU0SEhH,0.0,0.485,0.791,10.0,-7.719,0.0,0.0358,0.00433,0.0,0.132,0.431,122.08,17
6Mxbvx7AsYv2dSGbwq9bkr,0.0,0.477,0.951,4.0,-4.946,0.0,0.101,0.052,2.48e-06,0.154,0.27,129.983,1
57ZXcBtCZXSg9TVV5xRdnR,0.0,0.391,0.831,2.0,-3.892,1.0,0.0613,0.000153,0.00192,0.141,0.683,139.946,12
2y4lAQpi5VTNLu2ldeTdUH,0.0,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,0
2lVg74bCSk42zg6hyZSTc9,0.0,0.758,0.915,7.0,-8.827,0.0,0.238,0.605,0.00715,0.137,0.118,174.063,8
5zHEeZjCQKmsEZJiZCUzG6,0.0,0.369,0.931,1.0,-4.325,1.0,0.058,3.24e-05,0.221,0.396,0.229,200.054,24
3kKVqFF4pv4EXeQe428zl2,0.0,0.577,0.421,4.0,-13.142,1.0,0.0489,0.0162,0.124,0.0722,0.737,168.009,8
5t1XNS9jLl7GguPaUEhaVR,0.0,0.405,0.821,7.0,-4.42,0.0,0.0499,0.368,1.26e-05,0.182,0.647,185.993,2
6vcbe0sRI1JHrmG4TsD3RJ,0.0,0.508,0.878,2.0,-6.846,1.0,0.0425,0.00655,0.107,0.696,0.593,93.006,3
4wdzYjRYBwG8aYs4UY5Y0J,0.0,0.601,0.853,2.0,-4.153,1.0,0.0308,0.0133,0.0,0.0661,0.682,110.026,9
6OJY8Mc0d3pFCBUaTRnRry,0.0,0.525,0.812,7.0,-4.192,0.0,0.0263,0.00504,0.0,0.245,0.418,99.606,20
1tnhrn0zNTQGbo77wNwy44,0.0,0.685,0.464,5.0,-15.19,1.0,0.044,0.602,0.823,0.11,0.219,99.998,18
1GgTBLIqyZfOE4qJwB5SzV,0.0,0.491,0.944,9.0,-3.367,1.0,0.0679,0.00461,2.09e-05,0.042,0.399,136.002,11
7MeXwzhSDGfqNfuFANgzVC,0.0,0.407,0.876,8.0,-4.145,1.0,0.0529,0.000254,0.00265,0.215,0.521,116.335,6
17GyFd3fEKaYFEuDUkMG3h,0.0,0.698,0.553,9.0,-5.303,1.0,0.0358,0.00382,0.0,0.106,0.212,117.986,6
6qtDW5A9dgCyjhQZSGRlcu,0.0,0.468,0.836,4.0,-5.256,1.0,0.0499,0.0224,0.657,0.156,0.499,132.065,1
0HAr4QR1xI8nwC7VfzYidu,0.0,0.547,0.963,4.0,-2.337,0.0,0.0744,0.000443,0.0251,0.353,0.441,130.061,1
5kvcYI4cBqYgHAWMg4fUkH,0.0,0.208,0.891,6.0,-5.16,0.0,0.0516,8.68e-05,0.011,0.322,0.135,174.607,8
3DF17N6yAMclqZo0OszOjC,0.0,0.564,0.868,6.0,-4.072,1.0,0.046,0.0163,2.15e-06,0.68,0.642,96.875,3
0UrWr7Jnu1heq1o99ZwUd0,0.0,0.563,0.86,8.0,-7.533,1.0,0.0621,0.00834,0.0106,0.39,0.517,97.867,20
7f2ARhXdl9AbzkgG8HcAbw,0.0,0.642,0.908,5.0,-3.519,1.0,0.0539,0.0318,0.0,0.0489,0.29,111.979,6
56sk7jBpZV0CD31G9hEU3b,0.0,0.553,0.853,8.0,-3.668,1.0,0.0339,0.000684,0.0,0.126,0.506,122.023,17
7rhKh1Ool2Yel5JXmiemZB,0.0,0.584,0.57,11.0,-6.508,1.0,0.0281,0.0933,1.66e-05,0.0802,0.54,97.981,20
6xtQ23d8GEXgcxyUKPtwc5,0.0,0.636,0.884,7.0,-4.743,1.0,0.0584,0.0142,0.0,0.253,0.446,109.16,9
6Smzw8w9ftRYRB9M2Vaw8U,0.0,0.594,0.951,11.0,-3.018,0.0,0.0443,0.000394,4.88e-05,0.292,0.523,102.541,20
6jO4NN4imaSyCUVK3Tnoar,0.0,0.449,0.809,7.0,-5.65,1.0,0.0439,0.176,3.95e-05,0.0786,0.795,150.091,12
3tfXj3yEMpLPeuNf0pKn8v,0.0,0.556,0.878,0.0,-4.939,1.0,0.0353,0.319,0.0244,0.116,0.5,139.998,12
5wvYib82q05wiNjLElD8GJ,0.0,0.45,0.895,11.0,-4.739,1.0,0.0386,0.0293,0.0,0.116,0.463,77.577,0
1YwNlWLf8auhazSQUDQLFU,0.0,0.641,0.812,0.0,-7.945,0.0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,9
04Jk0uP8SbDHLyAKfRctNQ,0.0,0.558,0.817,0.0,-5.958,1.0,0.038,0.39,0.0,0.137,0.874,130.956,1
2xwfUC8Row9oFruC1BVW1C,0.0,0.461,0.946,4.0,-4.981,0.0,0.1,5.19e-06,0.641,0.103,0.105,82.499,0
0oakHTPj4SF7Si0NAsLwi8,0.0,0.615,0.928,10.0,-4.218,1.0,0.0412,0.186,4.4e-06,0.147,0.962,156.926,4
3Hh2NDo6xmxPZEVQ4E7NOT,0.0,0.442,0.849,2.0,-4.005,1.0,0.0854,0.0109,0.0,0.168,0.696,192.203,2
6wpGqhRvJGNNXwWlPmkMyO,0.0,0.566,0.783,1.0,-9.412,1.0,0.0363,0.0157,0.003,0.0806,0.587,100.864,3
5xD021bM8VbqrhCVhxRozx,0.0,0.582,0.81,1.0,-7.024,0.0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,12
0CzeAbfKFnxnWjwo5iYiCG,0.0,0.321,0.309,8.0,-14.071,0.0,0.0326,0.566,0.841,0.154,0.139,78.81,5
7vcDJCAO356RYkCfiUozmE,0.0,0.374,0.85,4.0,-5.657,0.0,0.0404,0.0904,0.0,0.116,0.348,125.796,17
0wokCRaKD0zPNhMRXAgVsr,0.0,0.472,0.652,1.0,-10.171,0.0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,12
1r1TplBm6N6ZQ1Ftt2qelG,0.0,0.698,0.504,8.0,-8.496,1.0,0.0276,0.0236,0.594,0.191,0.452,136.016,11
1kRBzwYo4IHhSUJkJbdvfH,0.0,0.675,0.593,10.0,-6.32,1.0,0.0312,0.478,0.294,0.0842,0.815,91.989,13
5eWaPCFlAbeRLiQHWTQ3nJ,0.0,0.494,0.781,7.0,-6.109,0.0,0.0405,0.0988,1.4e-05,0.138,0.341,126.549,17
4Yf5bqU3NK4kNOypcrLYwU,0.0,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,11
7HlULtRMJSTzorUMebka0f,0.0,0.632,0.819,0.0,-9.01,1.0,0.0362,0.109,0.0105,0.233,0.645,150.377,12
2lZMwn7seBsymxfJ1YZaom,0.0,0.468,0.721,6.0,-5.39,0.0,0.0263,0.277,0.251,0.182,0.447,77.988,0
4hnw9aR6K6NmDl5FRmMsWU,0.0,0.292,0.806,2.0,-7.689,1.0,0.0623,0.0753,3.27e-06,0.802,0.188,130.429,1
4MBkvkgoTkyQPJwYktFB8q,0.0,0.225,0.656,5.0,-4.407,1.0,0.0363,0.465,0.00531,0.121,0.102,97.543,3
4CkGgVA6DZjwtQ6F5Q2Bh6,0.0,0.383,0.64,6.0,-5.708,0.0,0.035,0.211,0.0136,0.5,0.208,140.059,11
3oqWr0jDWNXxWufNogGREp,0.0,0.537,0.502,4.0,-8.406,1.0,0.025,0.44,0.0709,0.199,0.288,80.511,0
27GD7aqRJ6TJRaMasdC1dp,0.0,0.504,0.547,2.0,-6.83,1.0,0.129,0.872,0.0,0.377,0.239,87.574,13
5b9Iolaee6xTaMWb8c5rLB,0.0,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,0
1HHrKdtzQp36XsJvjalVst,0.0,0.425,0.411,11.0,-9.363,1.0,0.0371,0.257,0.00922,0.092,0.0486,139.832,11
34HGQ7X0wMKEnRnGcEdeps,0.0,0.488,0.161,9.0,-14.291,0.0,0.0414,0.777,2.9e-06,0.365,0.28,109.017,10
1rh4kDY9T4fHVDum8Foi5k,0.0,0.495,0.596,2.0,-5.45,1.0,0.024,0.14,0.00316,0.114,0.284,94.124,3
6eH1aGdpUpXPuBCACH53yg,0.0,0.516,0.582,7.0,-6.888,1.0,0.04,0.214,0.0,0.878,0.124,123.95,17
1kDkaFlmkdEZiVUogaP9OZ,0.0,0.483,0.351,1.0,-10.487,0.0,0.0278,0.783,0.0,0.115,0.713,81.208,0
2Ye46ZY2LKOQTPXaauQisB,0.0,0.59,0.115,2.0,-10.034,1.0,0.0385,0.968,0.0,0.0871,0.33,121.692,21
1QUKCwwCRGoqgF6BlXLBGL,0.0,0.386,0.697,0.0,-4.182,1.0,0.0383,0.436,0.0,0.337,0.407,145.091,12
6M1jcwsvL9EEmF0FkptQY7,0.0,0.456,0.0563,7.0,-17.713,1.0,0.0684,0.859,0.0,0.673,0.374,82.317,5
4nTkYqPaLLywOfCtB62FWR,0.0,0.696,0.284,9.0,-14.942,1.0,0.22,0.791,0.0,0.722,0.521,128.468,19
3ekQlGNHm7UYh4Nr1rMSr0,0.0,0.5,0.748,7.0,-4.782,1.0,0.0316,0.0327,0.0,0.335,0.377,142.981,12
5fE5gLANqwk9lRrTwgqizE,0.0,0.723,0.682,11.0,-4.796,1.0,0.0416,0.423,0.0,0.954,0.567,110.028,6
